state_name,land_use_name,hour_of_crash,atmospheric_conditions_name,consecutive_number,body_type_name,number_of_fatalities
Mississippi,Urban,12,Clear,280152,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,8,Clear,120277,Large Van – Includes Van-Based Buses,1
Florida,Urban,8,Clear,120277,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Florida,Urban,8,Clear,120277,5-Door/4-Door Hatchback,1
South Carolina,Urban,7,Clear,450009,4-Door Sedan/Hardtop,1
South Carolina,Urban,7,Clear,450009,Standard Pickup,1
South Carolina,Urban,7,Clear,450009,Motorcycle,1
Tennessee,Urban,18,Clear,470457,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Tennessee,Urban,18,Clear,470457,4-Door Sedan/Hardtop,1
Arkansas,Urban,10,Clear,50275,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Arkansas,Urban,10,Clear,50275,4-Door Sedan/Hardtop,1
Missouri,Urban,15,Clear,290668,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Missouri,Urban,15,Clear,290668,Minivan,1
Ohio,Urban,9,Clear,390246,4-Door Sedan/Hardtop,1
Ohio,Urban,9,Clear,390246,"Single-Unit Straight Truck or Cab-Chassis (10,000 lbs < GVWR <=
19,500 lbs) (Since 2011)",1
Ohio,Urban,9,Clear,390431,Large Van – Includes Van-Based Buses,1
Ohio,Urban,9,Clear,390431,2-Door Sedan/Hardtop/Coupe,1
Tennessee,Urban,10,Clear,470831,4-Door Sedan/Hardtop,1
Tennessee,Urban,10,Clear,470831,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Iowa,Urban,7,Clear,190219,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
Iowa,Urban,7,Clear,190219,Motorcycle,1
Arizona,Urban,11,Clear,40423,4-Door Sedan/Hardtop,1
Arizona,Urban,11,Clear,40423,"Single-Unit Straight Truck or Cab-Chassis (10,000 lbs < GVWR <=
19,500 lbs) (Since 2011)",1
South Carolina,Urban,12,Clear,450374,Transit Bus (City Bus),1
South Carolina,Urban,12,Clear,450374,Standard Pickup,1
Louisiana,Urban,16,Clear,220453,4-Door Sedan/Hardtop,1
Louisiana,Urban,16,Clear,220453,Large Van – Includes Van-Based Buses,1
Louisiana,Urban,16,Clear,220453,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Urban,9,Clear,450811,Standard Pickup,1
South Carolina,Urban,9,Clear,450811,Moped (Motorized Bicycle),1
Missouri,Urban,12,Clear,290883,Minivan,1
Missouri,Urban,12,Clear,290883,Motorcycle,1
Iowa,Urban,11,Clear,190254,4-Door Sedan/Hardtop,1
Iowa,Urban,11,Clear,190254,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arkansas,Urban,10,Clear,50346,4-Door Sedan/Hardtop,1
Arkansas,Urban,10,Clear,50346,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Louisiana,Urban,6,Clear,220672,Station Wagon (Excluding Van and Truck-Based),1
Louisiana,Urban,6,Clear,220672,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Illinois,Urban,6,Clear,170442,4-Door Sedan/Hardtop,1
Illinois,Urban,6,Clear,170442,Motorcycle,1
Tennessee,Urban,13,Clear,470110,Standard Pickup,1
Tennessee,Urban,13,Clear,470110,4-Door Sedan/Hardtop,1
Tennessee,Urban,16,Clear,470673,Motorcycle,1
Tennessee,Urban,16,Clear,470673,4-Door Sedan/Hardtop,1
Georgia,Urban,13,Clear,131117,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Georgia,Urban,13,Clear,131117,4-Door Sedan/Hardtop,1
Tennessee,Urban,16,Clear,470448,Minivan,1
Tennessee,Urban,16,Clear,470448,Motorcycle,1
Georgia,Urban,10,Clear,130550,4-Door Sedan/Hardtop,1
Georgia,Urban,10,Clear,130550,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Wisconsin,Urban,20,Clear,550295,Motorcycle,1
Wisconsin,Urban,20,Clear,550295,Station Wagon (Excluding Van and Truck-Based),1
Illinois,Urban,15,Clear,170356,Standard Pickup,1
Illinois,Urban,15,Clear,170356,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Illinois,Urban,15,Clear,170356,4-Door Sedan/Hardtop,1
Florida,Urban,18,Clear,122184,Motorcycle,1
Florida,Urban,18,Clear,122184,Minivan,1
Arkansas,Urban,15,Clear,50473,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arkansas,Urban,15,Clear,50473,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Florida,Urban,19,Clear,122897,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,19,Clear,122897,5-Door/4-Door Hatchback,1
Arkansas,Urban,17,Clear,50065,Motorcycle,1
Arkansas,Urban,17,Clear,50065,4-Door Sedan/Hardtop,1
Alabama,Urban,19,Clear,10684,4-Door Sedan/Hardtop,2
Alabama,Urban,19,Clear,10684,Motorcycle,2
Kentucky,Urban,18,Clear,210572,Transit Bus (City Bus),1
Kentucky,Urban,18,Clear,210572,4-Door Sedan/Hardtop,1
Kentucky,Urban,18,Clear,210572,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kentucky,Urban,18,Clear,210572,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Ohio,Urban,6,Clear,390408,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
Ohio,Urban,6,Clear,390408,4-Door Sedan/Hardtop,2
Idaho,Urban,11,Clear,160022,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Idaho,Urban,11,Clear,160022,Standard Pickup,1
North Carolina,Urban,9,Clear,370607,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
North Carolina,Urban,9,Clear,370607,4-Door Sedan/Hardtop,1
Mississippi,Rural,22,Clear,280296,Motorcycle,1
Mississippi,Rural,22,Clear,280296,Station Wagon (Excluding Van and Truck-Based),1
South Dakota,Rural,18,Clear,460087,Farm Equipment Other Than Trucks,1
South Dakota,Rural,18,Clear,460087,4-Door Sedan/Hardtop,1
Florida,Rural,19,Clear,120826,4-Door Sedan/Hardtop,1
Florida,Rural,19,Clear,120826,Minivan,1
Oklahoma,Rural,3,Clear,400492,4-Door Sedan/Hardtop,1
Oklahoma,Rural,3,Clear,400492,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Mississippi,Rural,21,Clear,280303,4-Door Sedan/Hardtop,2
Mississippi,Rural,21,Clear,280303,4-Door Sedan/Hardtop,2
Nevada,Rural,21,Clear,320151,Standard Pickup,1
Nevada,Rural,21,Clear,320151,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Tennessee,Urban,10,Clear,470880,4-Door Sedan/Hardtop,1
Tennessee,Urban,10,Clear,470880,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Colorado,Urban,8,Clear,80239,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
Colorado,Urban,8,Clear,80239,4-Door Sedan/Hardtop,1
Florida,Urban,14,Clear,121746,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,14,Clear,121746,"Convertible (Excludes Sunroof, T-Bar)",1
Florida,Urban,14,Clear,121746,Minivan,1
Georgia,Urban,7,Clear,130785,Standard Pickup,1
Georgia,Urban,7,Clear,130785,4-Door Sedan/Hardtop,1
Indiana,Urban,19,Clear,180610,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Indiana,Urban,19,Clear,180610,Motorcycle,1
Indiana,Urban,19,Clear,180610,Motorcycle,1
Indiana,Urban,19,Clear,180610,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Indiana,Urban,19,Clear,180610,Motorcycle,1
Tennessee,Urban,10,Clear,470991,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Tennessee,Urban,10,Clear,470991,4-Door Sedan/Hardtop,1
New Jersey,Urban,12,Clear,340025,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),3
New Jersey,Urban,12,Clear,340025,4-Door Sedan/Hardtop,3
South Carolina,Urban,8,Clear,450510,4-Door Sedan/Hardtop,1
South Carolina,Urban,8,Clear,450510,Moped (Motorized Bicycle),1
Ohio,Urban,17,Clear,390622,4-Door Sedan/Hardtop,1
Ohio,Urban,17,Clear,390622,Motorcycle,1
Georgia,Urban,7,Clear,130768,4-Door Sedan/Hardtop,2
Georgia,Urban,7,Clear,130768,4-Door Sedan/Hardtop,2
Utah,Urban,18,Clear,490195,4-Door Sedan/Hardtop,1
Utah,Urban,18,Clear,490195,Standard Pickup,1
New Jersey,Urban,7,Clear,340449,4-Door Sedan/Hardtop,1
New Jersey,Urban,7,Clear,340449,Large Van – Includes Van-Based Buses,1
Tennessee,Urban,13,Clear,470504,Motorcycle,1
Tennessee,Urban,13,Clear,470504,4-Door Sedan/Hardtop,1
Utah,Urban,9,Clear,490014,Standard Pickup,1
Utah,Urban,9,Clear,490014,2-Door Sedan/Hardtop/Coupe,1
New Mexico,Urban,15,Clear,350185,4-Door Sedan/Hardtop,1
New Mexico,Urban,15,Clear,350185,4-Door Sedan/Hardtop,1
Louisiana,Urban,16,Clear,220716,Standard Pickup,1
Louisiana,Urban,16,Clear,220716,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Indiana,Urban,13,Clear,180664,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
Indiana,Urban,13,Clear,180664,4-Door Sedan/Hardtop,2
Connecticut,Urban,10,Clear,90100,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Connecticut,Urban,10,Clear,90100,Station Wagon (Excluding Van and Truck-Based),1
Connecticut,Urban,10,Clear,90100,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
North Carolina,Urban,15,Clear,370039,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
North Carolina,Urban,15,Clear,370039,Motorcycle,1
New Mexico,Urban,14,Clear,350079,Unknown Van Type,1
New Mexico,Urban,14,Clear,350079,4-Door Sedan/Hardtop,1
Mississippi,Urban,11,Clear,280429,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Mississippi,Urban,11,Clear,280429,4-Door Sedan/Hardtop,1
Utah,Urban,17,Clear,490181,Standard Pickup,1
Utah,Urban,17,Clear,490181,4-Door Sedan/Hardtop,1
Oklahoma,Rural,19,Clear,400032,4-Door Sedan/Hardtop,2
Oklahoma,Rural,19,Clear,400032,Standard Pickup,2
Oklahoma,Rural,19,Clear,400032,4-Door Sedan/Hardtop,2
Mississippi,Rural,23,Clear,280483,Motorcycle,1
Mississippi,Rural,23,Clear,280483,5-Door/4-Door Hatchback,1
West Virginia,Urban,15,Clear,540206,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
West Virginia,Urban,15,Clear,540206,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arizona,Urban,7,Clear,40210,3-Door/2-Door Hatchback,1
Arizona,Urban,7,Clear,40210,4-Door Sedan/Hardtop,1
Delaware,Urban,14,Clear,100055,Station Wagon (Excluding Van and Truck-Based),1
Delaware,Urban,14,Clear,100055,4-Door Sedan/Hardtop,1
Kentucky,Urban,16,Clear,210315,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Kentucky,Urban,16,Clear,210315,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Kentucky,Urban,16,Clear,210315,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Ohio,Rural,16,Clear,390670,4-Door Sedan/Hardtop,1
Ohio,Rural,16,Clear,390670,4-Door Sedan/Hardtop,1
Ohio,Rural,16,Clear,390670,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Connecticut,Urban,12,Clear,90167,Minivan,1
Connecticut,Urban,12,Clear,90167,4-Door Sedan/Hardtop,1
Connecticut,Urban,12,Clear,90167,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Georgia,Urban,15,Clear,130203,Standard Pickup,1
Georgia,Urban,15,Clear,130203,Motorcycle,1
Missouri,Urban,15,Clear,290098,Motorcycle,2
Missouri,Urban,15,Clear,290098,4-Door Sedan/Hardtop,2
Connecticut,Urban,6,Clear,90219,Station Wagon (Excluding Van and Truck-Based),1
Connecticut,Urban,6,Clear,90219,Motorcycle,1
Arizona,Rural,11,Clear,40095,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
Arizona,Rural,11,Clear,40095,Minivan,2
South Carolina,Rural,21,Clear,450743,Standard Pickup,1
South Carolina,Rural,21,Clear,450743,Motorcycle,1
Mississippi,Rural,19,Clear,280406,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Mississippi,Rural,19,Clear,280406,Motorcycle,1
Maine,Rural,21,Clear,230027,Standard Pickup,1
Maine,Rural,21,Clear,230027,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
California,Rural,14,Clear,62075,Standard Pickup,1
California,Rural,14,Clear,62075,Motorcycle,1
Idaho,Rural,10,Clear,160166,Farm Equipment Other Than Trucks,1
Idaho,Rural,10,Clear,160166,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
South Carolina,Urban,2,Clear,450053,Standard Pickup,1
South Carolina,Urban,2,Clear,450053,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
South Carolina,Urban,18,Clear,450035,Moped (Motorized Bicycle),1
South Carolina,Urban,18,Clear,450035,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Urban,18,Clear,450035,4-Door Sedan/Hardtop,1
South Carolina,Urban,18,Clear,450038,Large Van – Includes Van-Based Buses,1
South Carolina,Urban,18,Clear,450038,Motorcycle,1
Kansas,Rural,11,Clear,200310,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Kansas,Rural,11,Clear,200310,Station Wagon (Excluding Van and Truck-Based),1
Nebraska,Rural,16,Clear,310161,4-Door Sedan/Hardtop,1
Nebraska,Rural,16,Clear,310161,Standard Pickup,1
Nebraska,Rural,16,Clear,310161,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Missouri,Rural,5,Clear,290811,4-Door Sedan/Hardtop,1
Missouri,Rural,5,Clear,290811,4-Door Sedan/Hardtop,1
Missouri,Rural,5,Clear,290811,Station Wagon (Excluding Van and Truck-Based),1
Missouri,Rural,5,Clear,290811,Standard Pickup,1
Utah,Rural,20,Clear,490016,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Utah,Rural,20,Clear,490016,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Utah,Rural,20,Clear,490016,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
South Carolina,Rural,16,Clear,450816,4-Door Sedan/Hardtop,1
South Carolina,Rural,16,Clear,450816,4-Door Sedan/Hardtop,1
South Carolina,Rural,16,Clear,450816,4-Door Sedan/Hardtop,1
Tennessee,Urban,17,Clear,470804,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Tennessee,Urban,17,Clear,470804,4-Door Sedan/Hardtop,1
New Jersey,Urban,11,Clear,340446,4-Door Sedan/Hardtop,1
New Jersey,Urban,11,Clear,340446,4-Door Sedan/Hardtop,1
New Jersey,Urban,16,Clear,340328,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
New Jersey,Urban,16,Clear,340328,2-Door Sedan/Hardtop/Coupe,1
Florida,Urban,1,Clear,120771,Standard Pickup,2
Florida,Urban,1,Clear,120771,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
Utah,Urban,14,Clear,490152,Minivan,1
Utah,Urban,14,Clear,490152,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Delaware,Urban,10,Clear,100081,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Delaware,Urban,10,Clear,100081,Motorcycle,1
Florida,Urban,15,Clear,122528,4-Door Sedan/Hardtop,1
Florida,Urban,15,Clear,122528,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Georgia,Urban,17,Clear,130482,2-Door Sedan/Hardtop/Coupe,1
Georgia,Urban,17,Clear,130482,4-Door Sedan/Hardtop,1
Kentucky,Urban,15,Clear,210129,Standard Pickup,1
Kentucky,Urban,15,Clear,210129,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,18,Clear,121071,Other or Unknown Automobile Type,1
Florida,Urban,18,Clear,121071,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Wisconsin,Urban,10,Clear,550408,Standard Pickup,1
Wisconsin,Urban,10,Clear,550408,Motorcycle,1
Tennessee,Urban,14,Clear,470391,Motorcycle,1
Tennessee,Urban,14,Clear,470391,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Maryland,Urban,10,Clear,240066,Station Wagon (Excluding Van and Truck-Based),1
Maryland,Urban,10,Clear,240066,Motorcycle,1
Florida,Urban,13,Clear,120735,4-Door Sedan/Hardtop,1
Florida,Urban,13,Clear,120735,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
Missouri,Urban,17,Clear,290136,4-Door Sedan/Hardtop,1
Missouri,Urban,17,Clear,290136,4-Door Sedan/Hardtop,1
South Carolina,Rural,3,Clear,450815,Standard Pickup,1
South Carolina,Rural,3,Clear,450815,4-Door Sedan/Hardtop,1
Tennessee,Urban,14,Clear,470016,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Tennessee,Urban,14,Clear,470016,4-Door Sedan/Hardtop,1
Tennessee,Urban,14,Clear,470016,4-Door Sedan/Hardtop,1
Florida,Urban,8,Clear,122865,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Urban,8,Clear,122865,Motorcycle,1
Tennessee,Urban,20,Clear,470338,Motorcycle,1
Tennessee,Urban,20,Clear,470338,"Convertible (Excludes Sunroof, T-Bar)",1
Kansas,Rural,15,Clear,200107,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Kansas,Rural,15,Clear,200107,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Kentucky,Rural,15,Clear,210412,Minivan,1
Kentucky,Rural,15,Clear,210412,4-Door Sedan/Hardtop,1
Alabama,Rural,17,Clear,10325,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Alabama,Rural,17,Clear,10325,4-Door Sedan/Hardtop,1
Oklahoma,Rural,15,Clear,400326,Standard Pickup,1
Oklahoma,Rural,15,Clear,400326,Standard Pickup,1
Alabama,Rural,15,Clear,10935,4-Door Sedan/Hardtop,1
Alabama,Rural,15,Clear,10935,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Nebraska,Rural,18,Clear,310139,4-Door Sedan/Hardtop,1
Nebraska,Rural,18,Clear,310139,4-Door Sedan/Hardtop,1
North Carolina,Rural,13,Clear,371067,2-Door Sedan/Hardtop/Coupe,1
North Carolina,Rural,13,Clear,371067,4-Door Sedan/Hardtop,1
North Carolina,Rural,5,Clear,370682,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
North Carolina,Rural,5,Clear,370682,4-Door Sedan/Hardtop,1
Arkansas,Rural,9,Clear,50236,Standard Pickup,1
Arkansas,Rural,9,Clear,50236,Standard Pickup,1
Nebraska,Rural,12,Clear,310040,4-Door Sedan/Hardtop,1
Nebraska,Rural,12,Clear,310040,Standard Pickup,1
Nebraska,Rural,12,Clear,310040,Standard Pickup,1
Kansas,Rural,12,Clear,200136,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Kansas,Rural,12,Clear,200136,4-Door Sedan/Hardtop,1
North Carolina,Rural,15,Clear,371236,Station Wagon (Excluding Van and Truck-Based),1
North Carolina,Rural,15,Clear,371236,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kansas,Rural,11,Clear,200043,Standard Pickup,2
Kansas,Rural,11,Clear,200043,Station Wagon (Excluding Van and Truck-Based),2
Arizona,Rural,20,Clear,40557,Standard Pickup,1
Arizona,Rural,20,Clear,40557,4-Door Sedan/Hardtop,1
Mississippi,Rural,16,Clear,280211,4-Door Sedan/Hardtop,1
Mississippi,Rural,16,Clear,280211,2-Door Sedan/Hardtop/Coupe,1
South Carolina,Rural,18,Clear,450616,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Rural,18,Clear,450616,4-Door Sedan/Hardtop,1
South Carolina,Rural,18,Clear,450616,Standard Pickup,1
Florida,Rural,5,Clear,121390,Other Bus Type,4
Florida,Rural,5,Clear,121390,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",4
Iowa,Rural,4,Clear,190230,4-Door Sedan/Hardtop,2
Iowa,Rural,4,Clear,190230,Standard Pickup,2
Indiana,Rural,22,Clear,180157,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Indiana,Rural,22,Clear,180157,4-Door Sedan/Hardtop,1
Tennessee,Rural,7,Clear,470401,5-Door/4-Door Hatchback,1
Tennessee,Rural,7,Clear,470401,2-Door Sedan/Hardtop/Coupe,1
South Carolina,Rural,18,Clear,450789,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
South Carolina,Rural,18,Clear,450789,4-Door Sedan/Hardtop,1
South Carolina,Rural,18,Clear,450789,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Louisiana,Rural,14,Clear,220407,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Louisiana,Rural,14,Clear,220407,Station Wagon (Excluding Van and Truck-Based),1
Indiana,Rural,7,Clear,180438,Standard Pickup,1
Indiana,Rural,7,Clear,180438,4-Door Sedan/Hardtop,1
Alabama,Rural,9,Clear,10830,Standard Pickup,1
Alabama,Rural,9,Clear,10830,4-Door Sedan/Hardtop,1
Illinois,Rural,0,Clear,170562,4-Door Sedan/Hardtop,1
Illinois,Rural,0,Clear,170562,Minivan,1
Kentucky,Rural,21,Clear,210161,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Kentucky,Rural,21,Clear,210161,2-Door Sedan/Hardtop/Coupe,1
Kentucky,Rural,11,Clear,210610,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kentucky,Rural,11,Clear,210610,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Indiana,Rural,11,Clear,180564,4-Door Sedan/Hardtop,1
Indiana,Rural,11,Clear,180564,Station Wagon (Excluding Van and Truck-Based),1
Indiana,Rural,11,Clear,180564,Motorcycle,1
Colorado,Rural,15,Clear,80041,3-Door Coupe,1
Colorado,Rural,15,Clear,80041,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Nebraska,Rural,14,Clear,310132,Standard Pickup,2
Nebraska,Rural,14,Clear,310132,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",2
Wisconsin,Rural,17,Clear,550148,4-Door Sedan/Hardtop,1
Wisconsin,Rural,17,Clear,550148,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
North Carolina,Rural,9,Clear,371077,4-Door Sedan/Hardtop,1
North Carolina,Rural,9,Clear,371077,4-Door Sedan/Hardtop,1
Georgia,Rural,17,Clear,130675,"Convertible (Excludes Sunroof, T-Bar)",1
Georgia,Rural,17,Clear,130675,4-Door Sedan/Hardtop,1
Alabama,Rural,17,Clear,10584,Standard Pickup,2
Alabama,Rural,17,Clear,10584,2-Door Sedan/Hardtop/Coupe,2
Alabama,Rural,17,Clear,10584,4-Door Sedan/Hardtop,2
Georgia,Rural,13,Clear,130673,2-Door Sedan/Hardtop/Coupe,1
Georgia,Rural,13,Clear,130673,4-Door Sedan/Hardtop,1
Wyoming,Rural,9,Clear,560081,Standard Pickup,1
Wyoming,Rural,9,Clear,560081,4-Door Sedan/Hardtop,1
Illinois,Rural,15,Clear,170527,4-Door Sedan/Hardtop,1
Illinois,Rural,15,Clear,170527,4-Door Sedan/Hardtop,1
Nebraska,Rural,7,Clear,310072,Standard Pickup,1
Nebraska,Rural,7,Clear,310072,Standard Pickup,1
Nebraska,Rural,7,Clear,310072,4-Door Sedan/Hardtop,1
South Carolina,Rural,19,Clear,450134,Standard Pickup,1
South Carolina,Rural,19,Clear,450134,4-Door Sedan/Hardtop,1
South Carolina,Rural,19,Clear,450134,4-Door Sedan/Hardtop,1
Louisiana,Rural,22,Clear,220637,4-Door Sedan/Hardtop,1
Louisiana,Rural,22,Clear,220637,4-Door Sedan/Hardtop,1
Minnesota,Rural,2,Clear,270151,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Minnesota,Rural,2,Clear,270151,4-Door Sedan/Hardtop,1
Iowa,Rural,20,Clear,190324,2-Door Sedan/Hardtop/Coupe,1
Iowa,Rural,20,Clear,190324,Standard Pickup,1
Georgia,Rural,18,Clear,131244,Standard Pickup,1
Georgia,Rural,18,Clear,131244,3-Door/2-Door Hatchback,1
Pennsylvania,Rural,6,Clear,420967,Pickup with Slide-In Camper,1
Pennsylvania,Rural,6,Clear,420967,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
New Mexico,Rural,22,Clear,350052,Standard Pickup,3
New Mexico,Rural,22,Clear,350052,4-Door Sedan/Hardtop,3
North Carolina,Rural,21,Clear,370479,Minivan,1
North Carolina,Rural,21,Clear,370479,Motorcycle,1
Arizona,Rural,3,Clear,40394,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Arizona,Rural,3,Clear,40394,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Indiana,Rural,19,Clear,180789,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Indiana,Rural,19,Clear,180789,Standard Pickup,1
Missouri,Rural,6,Clear,290062,Standard Pickup,1
Missouri,Rural,6,Clear,290062,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Rural,22,Clear,120854,Standard Pickup,1
Florida,Rural,22,Clear,120854,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Dakota,Rural,21,Clear,460085,4-Door Sedan/Hardtop,1
South Dakota,Rural,21,Clear,460085,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Montana,Rural,0,Clear,300066,2-Door Sedan/Hardtop/Coupe,1
Montana,Rural,0,Clear,300066,Unknown Body Type,1
Nevada,Rural,21,Clear,320048,4-Door Sedan/Hardtop,1
